98,1011
122,987
132,978
180,978
202,978
220,978
233,966
254,945
271,945
297,945
307,937
327,917
342,903
356,900
402,903
434,935
449,949
475,924
502,899
527,872
544,858
592,857
630,858
664,857
673,857
693,879
715,900
726,910
751,909
780,911
819,950
