319,379
333,393
348,407
363,423
384,443
400,461
418,477
434,494
466,524
_
497,571
_
519,616
544,639
574,671
_
617,686
662,686
720,685
_
789,674
812,652
_
841,629
_
931,663
_
957,679
991,680
1042,680
1094,679
1132,680
