216,615
261,657
_
316,614
353,577
381,550
409,523
435,493
466,464
_
504,454
566,455
628,454
676,454
733,453
794,454
_
868,460
894,487
_
902,531
901,570
_
928,607
962,640
_
991,678
992,714
992,755
_
996,798
1022,823
