157,446
178,467
203,493
227,517
253,541
290,579
319,609
358,648
391,680
417,705
439,726
_
493,743
544,745
586,743
675,743
727,744
769,787
_
_
823,803
_
_
884,899
_
935,873
_
1006,836
_
1061,846
_
1098,867
1125,895
1145,916
