98,1011
122,987
_
180,978
202,978
_
233,966
_
271,945
_
307,937
327,917
_
356,900
_
434,935
_
475,924
502,899
527,872
_
592,857
630,858
664,857
_
693,879
715,900
_
751,909
_
819,950
