997,272
997,308
997,316
966,346
937,374
915,399
896,418
876,436
867,446
866,465
867,484
857,493
836,513
818,532
795,531
709,532
657,533
648,541
627,562
574,616
547,643
543,650
544,691
544,743
544,750
620,751
676,751
693,751
733,791
769,827
773,833
773,917
752,918
727,918
727,943
727,977
728,985
751,1010
772,1031
771,1049
772,1077
772,1100
