status;category;severity_priority;severity_name;severity_effect;begin_date;end_date;duration;cause;line;station
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220714T040000;20220715T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220714T040000;20220715T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220630T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220630T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220804T040000;20220805T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220804T040000;20220805T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220725T040000;20220726T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220725T040000;20220726T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220901T040000;20220902T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220901T040000;20220902T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220731T040000;20220801T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220731T040000;20220801T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220822T040000;20220823T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220822T040000;20220823T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220803T040000;20220804T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220803T040000;20220804T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220627T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220627T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220626T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220626T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220705T040000;20220706T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220705T040000;20220706T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220823T040000;20220824T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220823T040000;20220824T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220625T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220625T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220629T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220629T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220807T040000;20220808T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220807T040000;20220808T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220813T040000;20220814T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220813T040000;20220814T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220825T040000;20220826T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220825T040000;20220826T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220706T040000;20220707T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220706T040000;20220707T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220828T040000;20220829T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220828T040000;20220829T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220730T040000;20220731T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220730T040000;20220731T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220707T040000;20220708T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220707T040000;20220708T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220809T040000;20220810T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220809T040000;20220810T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220708T040000;20220709T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220708T040000;20220709T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220831T040000;20220901T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220831T040000;20220901T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220819T040000;20220820T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220819T040000;20220820T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220728T040000;20220729T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220728T040000;20220729T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220816T040000;20220817T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220816T040000;20220817T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220821T040000;20220822T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220821T040000;20220822T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220806T040000;20220807T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220806T040000;20220807T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220830T040000;20220831T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220830T040000;20220831T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220820T040000;20220821T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220820T040000;20220821T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220902T040000;20220903T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220902T040000;20220903T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220811T040000;20220812T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220811T040000;20220812T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220817T040000;20220818T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220817T040000;20220818T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220710T040000;20220711T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220710T040000;20220711T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220719T040000;20220720T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220719T040000;20220720T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220701T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220701T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220824T040000;20220825T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220824T040000;20220825T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220702T040000;20220705T202504;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220702T040000;20220705T202504;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220818T040000;20220819T034500;0;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220818T040000;20220819T034500;0;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T091000;20220719T034500;0;perturbation;7;La Courneuve
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T091000;20220719T034500;0;perturbation;7;8 Mai 1945
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T091000;20220719T034500;0;perturbation;7;Mairie d'Ivry
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T092200;20220719T034500;0;perturbation;7;La Courneuve
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T092200;20220719T034500;0;perturbation;7;8 Mai 1945
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T092200;20220719T034500;0;perturbation;7;Mairie d'Ivry
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T175721;20220719T035523;0;perturbation;13;Châtillon-Montrouge
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T175721;20220719T035523;0;perturbation;13;Saint-Denis
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T175721;20220719T035523;0;perturbation;13;Université
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T181200;20220719T034500;0;perturbation;10;Boulogne Pont de Saint-Cloud
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T181200;20220719T034500;0;perturbation;10;Gare d'Austerlitz
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T213200;20220719T034500;0;perturbation;2;Porte Dauphine
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T213200;20220719T034500;0;perturbation;2;Nation
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T220600;20220719T034500;0;perturbation;7;La Courneuve
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T220600;20220719T034500;0;perturbation;7;8 Mai 1945
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T220600;20220719T034500;0;perturbation;7;Mairie d'Ivry
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T205400;20220718T235700;0;perturbation;2;Porte Dauphine
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220718T205400;20220718T235700;0;perturbation;2;Nation
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220719T001443;20220719T035548;0;perturbation;3;Pont de Levallois
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220719T001443;20220719T035548;0;perturbation;3;Bécon
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;20220719T001443;20220719T035548;0;perturbation;3;Gallieni
