status;category;severity_priority;severity_name;severity_effect;start_year;start_month;start_day;start_hour;start_minute;start_weekday;end_year;end_month;end_day;end_hour;end_minute;end_weekday;minute_duration;cause;line;station
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;15;4;0;0;2022;8;16;3;45;1;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;15;4;0;0;2022;8;16;3;45;1;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;29;4;0;0;2022;8;30;3;45;1;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;29;4;0;0;2022;8;30;3;45;1;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;30;4;0;5;2022;7;31;3;45;6;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;30;4;0;5;2022;7;31;3;45;6;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;11;4;0;0;2022;7;12;3;45;1;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;11;4;0;0;2022;7;12;3;45;1;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;14;4;0;6;2022;8;15;3;45;0;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;14;4;0;6;2022;8;15;3;45;0;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;13;4;0;2;2022;7;14;3;45;3;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;13;4;0;2;2022;7;14;3;45;3;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;27;4;0;2;2022;7;28;3;45;3;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;27;4;0;2;2022;7;28;3;45;3;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;20;4;0;2;2022;7;21;3;45;3;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;20;4;0;2;2022;7;21;3;45;3;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;18;4;0;3;2022;8;19;3;45;4;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;18;4;0;3;2022;8;19;3;45;4;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;8;4;0;4;2022;7;9;3;45;5;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;8;4;0;4;2022;7;9;3;45;5;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;10;4;0;6;2022;7;11;3;45;0;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;10;4;0;6;2022;7;11;3;45;0;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;6;4;0;2;2022;7;7;3;45;3;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;6;4;0;2;2022;7;7;3;45;3;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;30;4;0;1;2022;8;31;3;45;2;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;30;4;0;1;2022;8;31;3;45;2;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;14;4;0;3;2022;7;15;3;45;4;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;14;4;0;3;2022;7;15;3;45;4;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;6;30;4;0;3;2022;7;5;20;25;1;454;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;6;30;4;0;3;2022;7;5;20;25;1;454;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;9;2;4;0;4;2022;9;3;3;45;5;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;9;2;4;0;4;2022;9;3;3;45;5;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;31;4;0;2;2022;9;1;3;45;3;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;31;4;0;2;2022;9;1;3;45;3;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;9;1;4;0;3;2022;9;2;3;45;4;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;9;1;4;0;3;2022;9;2;3;45;4;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;3;4;0;2;2022;8;4;3;45;3;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;3;4;0;2;2022;8;4;3;45;3;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;29;4;0;4;2022;7;30;3;45;5;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;29;4;0;4;2022;7;30;3;45;5;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;16;4;0;1;2022;8;17;3;45;2;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;16;4;0;1;2022;8;17;3;45;2;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;25;4;0;0;2022;7;26;3;45;1;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;25;4;0;0;2022;7;26;3;45;1;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;25;4;0;3;2022;8;26;3;45;4;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;25;4;0;3;2022;8;26;3;45;4;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;6;25;4;0;5;2022;7;5;20;25;1;454;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;6;25;4;0;5;2022;7;5;20;25;1;454;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;4;0;0;2022;7;19;3;45;1;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;4;0;0;2022;7;19;3;45;1;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;19;4;0;4;2022;8;20;3;45;5;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;19;4;0;4;2022;8;20;3;45;5;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;21;4;0;3;2022;7;22;3;45;4;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;21;4;0;3;2022;7;22;3;45;4;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;26;4;0;1;2022;7;27;3;45;2;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;26;4;0;1;2022;7;27;3;45;2;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;24;4;0;6;2022;7;25;3;45;0;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;24;4;0;6;2022;7;25;3;45;0;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;4;4;0;3;2022;8;5;3;45;4;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;4;4;0;3;2022;8;5;3;45;4;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;23;4;0;5;2022;7;24;3;45;6;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;23;4;0;5;2022;7;24;3;45;6;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;5;4;0;4;2022;8;6;3;45;5;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;5;4;0;4;2022;8;6;3;45;5;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;12;4;0;4;2022;8;13;3;45;5;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;12;4;0;4;2022;8;13;3;45;5;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;6;4;0;5;2022;8;7;3;45;6;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;6;4;0;5;2022;8;7;3;45;6;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;16;4;0;5;2022;7;17;3;45;6;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;16;4;0;5;2022;7;17;3;45;6;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;1;4;0;0;2022;8;2;3;45;1;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;8;1;4;0;0;2022;8;2;3;45;1;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;12;4;0;1;2022;7;13;3;45;2;15;travaux;11;Châtelet
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;12;4;0;1;2022;7;13;3;45;2;15;travaux;11;Mairie des Lilas
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;9;10;0;2022;7;19;3;45;1;325;perturbation;7;La Courneuve
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;9;10;0;2022;7;19;3;45;1;325;perturbation;7;8 Mai 1945
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;9;10;0;2022;7;19;3;45;1;325;perturbation;7;Mairie d'Ivry
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;9;22;0;2022;7;19;3;45;1;337;perturbation;7;La Courneuve
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;9;22;0;2022;7;19;3;45;1;337;perturbation;7;8 Mai 1945
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;9;22;0;2022;7;19;3;45;1;337;perturbation;7;Mairie d'Ivry
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;17;57;0;2022;7;19;3;55;1;841;perturbation;13;Châtillon-Montrouge
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;17;57;0;2022;7;19;3;55;1;841;perturbation;13;Saint-Denis
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;17;57;0;2022;7;19;3;55;1;841;perturbation;13;Université
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;18;12;0;2022;7;19;3;45;1;867;perturbation;10;Boulogne Pont de Saint-Cloud
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;18;12;0;2022;7;19;3;45;1;867;perturbation;10;Gare d'Austerlitz
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;22;6;0;2022;7;19;3;45;1;1101;perturbation;7;La Courneuve
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;22;6;0;2022;7;19;3;45;1;1101;perturbation;7;8 Mai 1945
active;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;22;6;0;2022;7;19;3;45;1;1101;perturbation;7;Mairie d'Ivry
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;21;29;0;2022;7;19;1;5;1;1223;perturbation;2;Porte Dauphine
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;18;21;29;0;2022;7;19;1;5;1;1223;perturbation;2;Nation
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;19;1;21;1;2022;7;19;1;29;1;1431;perturbation;3;Pont de Levallois
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;19;1;21;1;2022;7;19;1;29;1;1431;perturbation;3;Bécon
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;19;1;21;1;2022;7;19;1;29;1;1431;perturbation;3;Gallieni
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;19;0;14;1;2022;7;19;1;30;1;1364;perturbation;3;Pont de Levallois
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;19;0;14;1;2022;7;19;1;30;1;1364;perturbation;3;Bécon
past;Incidents;30;perturbée;SIGNIFICANT_DELAYS;2022;7;19;0;14;1;2022;7;19;1;30;1;1364;perturbation;3;Gallieni
