code;network__codes;network__id;network__links;network__name;links;color;routes;geojson__type;geojson__coordinates;text_color;physical_modes;codes;closing_time;opening_time;commercial_mode__id;commercial_mode__name;id;name;nb_routes;direction_ids;direction_names;stop_areas_ids;stop_areas_names;is_frequence;direction_types
1;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[];FFCD00;[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71517:FR1'}], 'name': 'La Défense', 'links': [{'internal': True, 'type': 'disruption', 'id': 'd5d32104-fbc4-11ec-a905-005056a47b86', 'rel': 'disruptions', 'templated': False}, {'internal': True, 'type': 'disruption', 'id': 'b37c274a-fcce-11eb-a7c5-005056a44da2', 'rel': 'disruptions', 'templated': False}, {'internal': True, 'type': 'disruption', 'id': 'e7df7e7a-f8e0-11eb-8901-005056a47b86', 'rel': 'disruptions', 'templated': False}], 'coord': {'lat': '48.891609', 'lon': '2.239144'}, 'label': 'La Défense (Puteaux)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71517'}, 'quality': 0, 'name': 'La Défense (Puteaux)', 'id': 'stop_area:IDFM:71517'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:544-C01371-1078871:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:544-C01371-955494:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:544-C01371-955495:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:544-C01371-955496:LOC'}, {'type': 'source', 'value': 'RATP:Route:544-C01371-2444058:LOC'}], 'name': 'Château de Vincennes - La Défense', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:544-C01371-2444058'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71634:FR1'}], 'name': 'Château de Vincennes', 'links': [], 'coord': {'lat': '48.844093', 'lon': '2.440638'}, 'label': 'Château de Vincennes (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71634'}, 'quality': 0, 'name': 'Château de Vincennes (Paris)', 'id': 'stop_area:IDFM:71634'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:544-C01371-1078872:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:544-C01371-1955125:LOC'}, {'type': 'source', 'value': 'RATP:Route:544-C01371-2444059:LOC'}], 'name': 'La Défense - Château de Vincennes', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:544-C01371-2444059'}];MultiLineString;[];000000;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110001'}, {'type': 'source', 'value': 'FR1:Line:C01371:'}];021500;053000;commercial_mode:Metro;Métro;line:IDFM:C01371;Château de Vincennes - La Défense (Grande Arche);2;['route:IDFM:RATP:544-C01371-2444058', 'route:IDFM:RATP:544-C01371-2444059'];['Château de Vincennes - La Défense', 'La Défense - Château de Vincennes'];['stop_area:IDFM:71517', 'stop_area:IDFM:71634'];['La Défense', 'Château de Vincennes'];['False', 'False'];['outbound', 'inbound']
2;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[{'internal': True, 'type': 'disruption', 'id': 'fefd07b6-fc8c-11ec-9a4e-005056a47b86', 'rel': 'disruptions', 'templated': False}];003CA6;[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:474152:FR1'}], 'name': 'Porte Dauphine', 'links': [], 'coord': {'lat': '48.871139', 'lon': '2.276146'}, 'label': 'Porte Dauphine (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:474152'}, 'quality': 0, 'name': 'Porte Dauphine (Paris)', 'id': 'stop_area:IDFM:474152'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:32414-C01372-912332:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:32414-C01372-912333:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-2203126:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912327:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912328:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912329:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912331:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912348:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-95483:LOC'}, {'type': 'source', 'value': 'RATP:Route:545-C01372-2444060:LOC'}], 'name': 'Nation - Porte Dauphine', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:545-C01372-2444060'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71673:FR1'}], 'name': 'Nation', 'links': [], 'coord': {'lat': '48.848747', 'lon': '2.396334'}, 'label': 'Nation (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71673'}, 'quality': 0, 'name': 'Nation (Paris)', 'id': 'stop_area:IDFM:71673'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912324:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912325:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-912326:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:545-C01372-95484:LOC'}, {'type': 'source', 'value': 'RATP:Route:545-C01372-2444061:LOC'}], 'name': 'Porte Dauphine - Nation', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:545-C01372-2444061'}];MultiLineString;[];FFFFFF;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110002'}, {'type': 'source', 'value': 'FR1:Line:C01372:'}];021500;052900;commercial_mode:Metro;Métro;line:IDFM:C01372;Porte Dauphine - Nation;2;['route:IDFM:RATP:545-C01372-2444060', 'route:IDFM:RATP:545-C01372-2444061'];['Nation - Porte Dauphine', 'Porte Dauphine - Nation'];['stop_area:IDFM:474152', 'stop_area:IDFM:71673'];['Porte Dauphine', 'Nation'];['False', 'False'];['outbound', 'inbound']
3;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[{'internal': True, 'type': 'disruption', 'id': 'd9ccc148-fc73-11ec-955b-005056a44da2', 'rel': 'disruptions', 'templated': False}];837902;[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:72057:FR1'}], 'name': 'Pont de Levallois - Bécon', 'links': [], 'coord': {'lat': '48.897255', 'lon': '2.28022'}, 'label': 'Pont de Levallois - Bécon (Levallois-Perret)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:72057'}, 'quality': 0, 'name': 'Pont de Levallois - Bécon (Levallois-Perret)', 'id': 'stop_area:IDFM:72057'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:551-C01373-912352:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:551-C01373-95500:LOC'}, {'type': 'source', 'value': 'RATP:Route:551-C01373-2278427:LOC'}], 'name': 'Gallieni - Pont de Levallois-Bécon', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:551-C01373-2278427'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71817:FR1'}], 'name': 'Gallieni', 'links': [], 'coord': {'lat': '48.864988', 'lon': '2.416699'}, 'label': 'Gallieni (Bagnolet)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71817'}, 'quality': 0, 'name': 'Gallieni (Bagnolet)', 'id': 'stop_area:IDFM:71817'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:551-C01373-912353:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:551-C01373-912354:LOC'}, {'type': 'source', 'value': 'RATP:Route:551-C01373-2278428:LOC'}], 'name': 'Pont de Levallois-Bécon - Gallieni', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:551-C01373-2278428'}];MultiLineString;[];FFFFFF;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110003'}, {'type': 'source', 'value': 'FR1:Line:C01373:'}];021500;053000;commercial_mode:Metro;Métro;line:IDFM:C01373;Pont de Levallois - Bécon - Gallieni;2;['route:IDFM:RATP:551-C01373-2278427', 'route:IDFM:RATP:551-C01373-2278428'];['Gallieni - Pont de Levallois-Bécon', 'Pont de Levallois-Bécon - Gallieni'];['stop_area:IDFM:72057', 'stop_area:IDFM:71817'];['Pont de Levallois - Bécon', 'Gallieni'];['False', 'False'];['outbound', 'inbound']
3B;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[];6EC4E8;[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71808:FR1'}], 'name': 'Gambetta', 'links': [], 'coord': {'lat': '48.865024', 'lon': '2.398681'}, 'label': 'Gambetta (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71808'}, 'quality': 0, 'name': 'Gambetta (Paris)', 'id': 'stop_area:IDFM:71808'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:558-C01386-651521:LOC'}, {'type': 'source', 'value': 'RATP:Route:558-C01386-2278429:LOC'}], 'name': 'Aller Gambetta', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:558-C01386-2278429'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71889:FR1'}], 'name': 'Porte des Lilas', 'links': [], 'coord': {'lat': '48.877087', 'lon': '2.408215'}, 'label': 'Porte des Lilas (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71889'}, 'quality': 0, 'name': 'Porte des Lilas (Paris)', 'id': 'stop_area:IDFM:71889'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:558-C01386-651522:LOC'}, {'type': 'source', 'value': 'RATP:Route:558-C01386-2278430:LOC'}], 'name': 'Retour Porte des Lilas', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:558-C01386-2278430'}];MultiLineString;[];000000;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110103'}, {'type': 'source', 'value': 'FR1:Line:C01386:'}];021500;052700;commercial_mode:Metro;Métro;line:IDFM:C01386;Gambetta - Porte des Lilas;2;['route:IDFM:RATP:558-C01386-2278429', 'route:IDFM:RATP:558-C01386-2278430'];['Aller Gambetta', 'Retour Porte des Lilas'];['stop_area:IDFM:71808', 'stop_area:IDFM:71889'];['Gambetta', 'Porte des Lilas'];['False', 'False'];['outbound', 'inbound']
4;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[{'internal': True, 'type': 'disruption', 'id': 'daf1c5ba-ecb4-11ec-bf44-005056a44da2', 'rel': 'disruptions', 'templated': False}, {'internal': True, 'type': 'disruption', 'id': '14976122-c225-11ec-8cf0-005056a47b86', 'rel': 'disruptions', 'templated': False}, {'internal': True, 'type': 'disruption', 'id': 'b57c86a8-cb8a-11ec-aaf3-005056a44da2', 'rel': 'disruptions', 'templated': False}, {'internal': True, 'type': 'disruption', 'id': 'fefc90e2-fc8c-11ec-bc34-005056a44da2', 'rel': 'disruptions', 'templated': False}, {'internal': True, 'type': 'disruption', 'id': 'fefdc57a-fc8c-11ec-b058-005056a44da2', 'rel': 'disruptions', 'templated': False}];CF009E;[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:478883:FR1'}], 'name': 'Porte de Clignancourt', 'links': [], 'coord': {'lat': '48.898182', 'lon': '2.345074'}, 'label': 'Porte de Clignancourt (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:478883'}, 'quality': 0, 'name': 'Porte de Clignancourt (Paris)', 'id': 'stop_area:IDFM:478883'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:32410-C01374-2701033:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:37565-C01374-1086489:LOC'}, {'type': 'source', 'value': 'RATP:Route:32410-C01374-2704526:LOC'}], 'name': 'Retour Porte de Clignancourt', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:32410-C01374-2704526'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:483315:FR1'}], 'name': 'Bagneux - Lucie Aubrac', 'links': [], 'coord': {'lat': '48.803548', 'lon': '2.317445'}, 'label': 'Bagneux - Lucie Aubrac (Bagneux)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:483315'}, 'quality': 0, 'name': 'Bagneux - Lucie Aubrac (Bagneux)', 'id': 'stop_area:IDFM:483315'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:47350-C01374-2701031:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:47350-C01374-2701032:LOC'}, {'type': 'source', 'value': 'RATP:Route:47350-C01374-2735801:LOC'}], 'name': 'Aller Bagneux', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:47350-C01374-2735801'}];MultiLineString;[];FFFFFF;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110004'}, {'type': 'source', 'value': 'FR1:Line:C01374:'}];021500;053000;commercial_mode:Metro;Métro;line:IDFM:C01374;Mairie de Montrouge - Porte de Clignancourt;2;['route:IDFM:RATP:32410-C01374-2704526', 'route:IDFM:RATP:47350-C01374-2735801'];['Retour Porte de Clignancourt', 'Aller Bagneux'];['stop_area:IDFM:478883', 'stop_area:IDFM:483315'];['Porte de Clignancourt', 'Bagneux - Lucie Aubrac'];['False', 'False'];['inbound', 'outbound']
5;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[];FF7E2E;"[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71033:FR1'}], 'name': ""Place d'Italie"", 'links': [], 'coord': {'lat': '48.831416', 'lon': '2.355571'}, 'label': ""Place d'Italie (Paris)"", 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71033'}, 'quality': 0, 'name': ""Place d'Italie (Paris)"", 'id': 'stop_area:IDFM:71033'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:2321-C01375-2467803:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:557-C01375-2390123:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:557-C01375-912365:LOC'}, {'type': 'source', 'value': 'RATP:Route:557-C01375-2272462:LOC'}], 'name': ""Bobigny/Pablo Picasso - Place d'Italie"", 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:557-C01375-2272462'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:72486:FR1'}], 'name': 'Bobigny Pablo Picasso', 'links': [], 'coord': {'lat': '48.906988', 'lon': '2.449464'}, 'label': 'Bobigny Pablo Picasso (Bobigny)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:72486'}, 'quality': 0, 'name': 'Bobigny Pablo Picasso (Bobigny)', 'id': 'stop_area:IDFM:72486'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:32467-C01375-2467802:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:557-C01375-2203994:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:557-C01375-912361:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:557-C01375-912362:LOC'}, {'type': 'source', 'value': 'RATP:Route:557-C01375-2272463:LOC'}], 'name': ""Place d'Italie - Bobigny/Pablo Picasso"", 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:557-C01375-2272463'}]";MultiLineString;[];000000;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110005'}, {'type': 'source', 'value': 'FR1:Line:C01375:'}];021500;053000;commercial_mode:Metro;Métro;line:IDFM:C01375;Place d'Italie - Bobigny Pablo Picasso;2;['route:IDFM:RATP:557-C01375-2272462', 'route:IDFM:RATP:557-C01375-2272463'];"[""Bobigny/Pablo Picasso - Place d'Italie"", ""Place d'Italie - Bobigny/Pablo Picasso""]";['stop_area:IDFM:71033', 'stop_area:IDFM:72486'];"[""Place d'Italie"", 'Bobigny Pablo Picasso']";['False', 'False'];['outbound', 'inbound']
6;[{'type': 'source', 'value': 'FR1:Operator:100:LOC'}];network:IDFM:Operator_100;[];RATP;[];6ECA97;[{'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71347:FR1'}], 'name': 'Charles de Gaulle - Etoile', 'links': [{'internal': True, 'type': 'disruption', 'id': 'a260c266-007b-11ed-832f-005056a44da2', 'rel': 'disruptions', 'templated': False}], 'coord': {'lat': '48.873819', 'lon': '2.295494'}, 'label': 'Charles de Gaulle - Etoile (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71347'}, 'quality': 0, 'name': 'Charles de Gaulle - Etoile (Paris)', 'id': 'stop_area:IDFM:71347'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-1199218:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-1199219:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-1481468:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-2121616:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-2204034:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-2204036:LOC'}, {'type': 'source', 'value': 'RATP:Route:560-C01376-2444064:LOC'}], 'name': 'Nation - Charles de Gaulle-Etoile', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'outbound', 'id': 'route:IDFM:RATP:560-C01376-2444064'}, {'direction': {'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'source', 'value': 'FR::multimodalStopPlace:71673:FR1'}], 'name': 'Nation', 'links': [], 'coord': {'lat': '48.848747', 'lon': '2.396334'}, 'label': 'Nation (Paris)', 'timezone': 'Europe/Paris', 'id': 'stop_area:IDFM:71673'}, 'quality': 0, 'name': 'Nation (Paris)', 'id': 'stop_area:IDFM:71673'}, 'codes': [{'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-1193703:LOC'}, {'type': 'Netex_ServiceJourneyPattern', 'value': 'RATP:ServiceJourneyPattern:560-C01376-2121618:LOC'}, {'type': 'source', 'value': 'RATP:Route:560-C01376-2444065:LOC'}], 'name': 'Charles de Gaulle-Etoile - Nation', 'links': [], 'is_frequence': 'False', 'geojson': {'type': 'MultiLineString', 'coordinates': []}, 'direction_type': 'inbound', 'id': 'route:IDFM:RATP:560-C01376-2444065'}];MultiLineString;[];000000;[{'id': 'physical_mode:Metro', 'name': 'Métro'}];[{'type': 'Netex_PrivateCode', 'value': '100110006'}, {'type': 'source', 'value': 'FR1:Line:C01376:'}];021500;052900;commercial_mode:Metro;Métro;line:IDFM:C01376;Gare Montparnasse - Nation;2;['route:IDFM:RATP:560-C01376-2444064', 'route:IDFM:RATP:560-C01376-2444065'];['Nation - Charles de Gaulle-Etoile', 'Charles de Gaulle-Etoile - Nation'];['stop_area:IDFM:71347', 'stop_area:IDFM:71673'];['Charles de Gaulle - Etoile', 'Nation'];['False', 'False'];['outbound', 'inbound']
