'Aéroport CDG - Terminal 2 (TGV)' 
'Aéroport CDG 1 (Terminal 3)' 
'Antony' 
'Arcueil - Cachan' 
'Aulnay-sous-Bois' 
'Bagneux' 
'Bourg-la-Reine' 
'Bures-sur-Yvette' 
'Châtelet les Halles' 
'Cité Universitaire' 
'Courcelle-sur-Yvette' 
'Denfert-Rochereau' 
'Drancy' 
'Fontaine Michalon' 
'Fontenay-aux-Roses' 
'Gare du Nord' 
'Gentilly' 
'Gif-sur-Yvette' 
'La Courneuve - Aubervilliers' 
'La Croix de Berny' 
'La Hacquinière' 
'La Plaine Stade de France' 
'Laplace' 
'Le Blanc-Mesnil' 
'Le Bourget'
