x,y
504,423
504,455
504,501
505,571
504,576
459,621
418,664
416,705
416,775
417,825
418,866
436,885
475,924
518,968
558,968
559,1015
560,1026
542,1045
513,1073
479,1106
448,1138
426,1160
386,1199
