'Asnières - Gennevilliers les Courtilles' 
'Asnières - Quatre Routes' 
'Auguste Delaune' 
'Basilique de Saint-Denis' 
'Bobigny Pablo Picasso' 
'Chemin des Reniers' 
'Cimetière de Saint-Denis' 
'Cosmonautes' 
'Danton' 
'Drancy - Avenir' 
'Escadrille Normandie - Niémen' 
'Gaston Roulaud' 
'Gennevilliers' 
'Hôpital Avicenne' 
'Hôpital Delafontaine' 
'Hôtel de Ville de Bobigny' 
'Hôtel de Ville de la Courneuve' 
'Jean Rostand / Lamartine' 
"L'Île-Saint-Denis" 
'La Courneuve - 8 Mai 1945' 
'La Courneuve - Six Routes' 
'La Ferme' 
'La Noue' 
'Le Luth' 
'Le Village'
