'Beethoven - Concorde' 
'Camille Groult' 
'Carle - Darthé' 
'Châteaudun - Barbès' 
'Christophe Colomb' 
"Cimetière Parisien d'Ivry" 
'Constant Coquelin' 
'Four - Peary' 
'Germaine Tailleferre' 
'La Briqueterie' 
'Les Saules' 
'Mairie de Vitry-sur-Seine' 
'Musée Mac Val' 
'Orly - Gaston Viens' 
'Porte de Choisy' 
'Rouget de Lisle' 
'Trois Communes' 
'Verdun - Hoche' 
'Watteau - Rondenay'
